S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
738,GOLDEN RISE ESTATE,LORONG KISMIS,Semi-detached,21,RCR,Freehold,Resale,1,4225000,-,4083,Land,-,1035,Jun-17
739,SHAMROCK PARK,NAMLY PLACE,Semi-detached,10,CCR,Freehold,Resale,1,7750000,-,4014,Land,-,1931,Jun-17
740,LANDED HOUSING DEVELOPMENT,FABER PARK,Detached,5,OCR,Freehold,Resale,1,8600000,-,10496,Land,-,819,Jun-17
741,LANDED HOUSING DEVELOPMENT,KENG CHIN ROAD,Detached,10,CCR,Freehold,Resale,1,11500000,-,8707,Land,-,1321,Jun-17
742,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3940000,-,2235,Land,-,1763,Jun-17
743,LANDED HOUSING DEVELOPMENT,CORONATION DRIVE,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,6000000,-,3905,Land,-,1536,Jun-17
744,LANDED HOUSING DEVELOPMENT,LASIA AVENUE,Terrace,10,CCR,Freehold,Resale,1,3250000,-,4224,Land,-,769,May-17
745,CORONATION VILLAGE,CORONATION ROAD,Terrace,10,CCR,999 yrs lease commencing from 1875,Resale,1,4250000,-,2537,Land,-,1675,May-17
746,KISMIS RESIDENCES,UPPER TOH TUCK TERRACE,Terrace,21,RCR,Freehold,New Sale,1,4080000,-,1615,Land,-,2527,May-17
747,LANDED HOUSING DEVELOPMENT,NAMLY VIEW,Detached,10,CCR,Freehold,Resale,1,11600000,-,6066,Land,-,1912,May-17
748,LANDED HOUSING DEVELOPMENT,SUNSET WAY,Semi-detached,21,OCR,Freehold,Resale,1,5110000,-,4452,Land,-,1148,May-17
749,GOLDEN RISE ESTATE,KISMIS PLACE,Semi-detached,21,RCR,Freehold,Resale,1,4968000,-,4618,Land,-,1076,May-17
750,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4250000,-,2478,Land,-,1715,May-17
751,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3870000,-,2283,Land,-,1695,May-17
752,LANDED HOUSING DEVELOPMENT,QUEEN ASTRID PARK,Detached,10,CCR,999 yrs lease commencing from 1876,Resale,1,13000000,-,9451,Land,-,1376,May-17
753,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2930000,-,2774,Land,-,1056,May-17
754,HONG KONG PARK,SIAN TUAN AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,5830000,-,4720,Land,-,1235,May-17
755,WEST COAST GARDENS,WEST COAST GREEN,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,3000000,-,1983,Land,-,1513,May-17
756,LANDED HOUSING DEVELOPMENT,NAMLY HILL,Detached,10,CCR,Freehold,Resale,1,11300000,-,8058,Land,-,1402,May-17
757,HENRY PARK,GROVE LANE,Semi-detached,10,CCR,Freehold,Resale,1,6100000,-,4143,Land,-,1472,May-17
758,THE MONDRIAN,HINDHEDE PLACE,Semi-detached,21,OCR,999 yrs lease commencing from 1884,Resale,1,3700000,-,2577,Land,-,1436,May-17
759,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE VIEW,Detached,10,CCR,Freehold,Resale,1,10880000,-,6795,Land,-,1601,May-17
760,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3910000,-,2228,Land,-,1755,May-17
761,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4000000,-,2280,Land,-,1755,May-17
762,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3950000,-,2258,Land,-,1749,May-17
763,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4180000,-,2548,Land,-,1641,May-17
764,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4250000,-,2665,Land,-,1595,May-17
765,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3870000,-,2178,Land,-,1777,May-17
766,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3850000,-,2165,Land,-,1779,May-17
767,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3890000,-,2200,Land,-,1768,May-17
768,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,3970000,-,2259,Land,-,1757,May-17
769,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4100000,-,2446,Land,-,1676,May-17
770,BAN GUAN PARK,GREENLEAF PLACE,Semi-detached,10,CCR,Freehold,Resale,1,5100000,-,3644,Land,-,1400,May-17
771,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,9700000,-,7595,Land,-,1277,May-17
772,LANDED HOUSING DEVELOPMENT,ROBIN CLOSE,Semi-detached,10,CCR,Freehold,Resale,1,5450000,-,2610,Land,-,2088,May-17
773,CLEMENTI GREEN,CLEMENTI CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2938000,-,2779,Land,-,1057,May-17
774,LANDED HOUSING DEVELOPMENT,ROBIN CLOSE,Semi-detached,10,CCR,Freehold,Resale,1,5480000,-,2604,Land,-,2105,May-17
775,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Semi-detached,21,RCR,Freehold,Resale,1,3400000,-,3277,Land,-,1038,May-17
776,LANDED HOUSING DEVELOPMENT,CHATSWORTH ROAD,Detached,10,CCR,Freehold,Resale,1,20000000,-,13309,Land,-,1503,May-17
777,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3800000,-,2870,Land,-,1324,May-17
778,HONG KONG PARK,SIAN TUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,6990000,-,4710,Land,-,1484,May-17
779,CHENG SOON GARDEN,CHENG SOON GARDEN,Semi-detached,21,RCR,Freehold,Resale,1,4300000,-,4145,Land,-,1037,May-17
780,LANDED HOUSING DEVELOPMENT,COVE GROVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,14500000,-,11515,Land,-,1259,May-17
781,TOH TUCK HILL,ENG KONG TERRACE,Semi-detached,21,RCR,Freehold,Resale,1,6200000,-,8256,Land,-,751,May-17
782,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Semi-detached,21,RCR,Freehold,Resale,1,4300000,-,2349,Land,-,1831,May-17
783,BAN GUAN PARK,HOLLAND ROAD,Semi-detached,10,CCR,Freehold,Resale,1,4250000,-,2364,Land,-,1798,May-17
784,WEST COAST GARDENS,WEST COAST RISE,Semi-detached,5,OCR,956 yrs lease commencing from 1928,Resale,1,3999888,-,4608,Land,-,868,Apr-17
785,CLEMENTI PARK,SUNSET VALE,Detached,21,OCR,Freehold,Resale,1,9500000,-,7947,Land,-,1195,Apr-17
786,REGENT VILLAS,SIXTH AVENUE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,3000000,-,3671,Land,-,817,Apr-17
787,WEST COAST GARDENS,WEST COAST PARK,Semi-detached,5,OCR,956 yrs lease commencing from 1928,Resale,1,3500000,-,3888,Land,-,900,Apr-17
788,LANDED HOUSING DEVELOPMENT,LORONG PISANG RAJA,Terrace,21,RCR,Freehold,Resale,1,3200000,-,2799,Land,-,1143,Apr-17
789,BAN GUAN PARK,GREENLEAF VIEW,Semi-detached,10,CCR,Freehold,Resale,1,6250000,-,3589,Land,-,1742,Apr-17
790,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,Terrace,21,RCR,Freehold,Resale,1,2270000,-,2045,Land,-,1110,Apr-17
791,LANDED HOUSING DEVELOPMENT,FABER DRIVE,Terrace,5,OCR,Freehold,Resale,1,2930000,-,2139,Land,-,1370,Apr-17
792,UNIQUE GARDEN,TOH TUCK ROAD,Terrace,21,RCR,Freehold,Resale,1,2595000,-,1793,Land,-,1447,Apr-17
793,BINJAI PARK,BINJAI PARK,Detached,21,RCR,Freehold,Resale,1,12500000,-,12259,Land,-,1020,Apr-17
794,LANDED HOUSING DEVELOPMENT,COVE GROVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,16800000,-,9349,Land,-,1797,Apr-17
795,BANYAN PARK,CHWEE CHIAN ROAD,Terrace,5,RCR,Freehold,Resale,1,3030000,-,2152,Land,-,1408,Apr-17
796,LANDED HOUSING DEVELOPMENT,SIXTH AVENUE,Terrace,10,CCR,999 yrs lease commencing from 1876,Resale,1,2550000,-,2054,Land,-,1242,Apr-17
797,GAO MING HUA YUAN,SHAMAH TERRACE,Terrace,21,RCR,Freehold,Resale,1,3080000,-,2370,Land,-,1299,Apr-17
798,LANDED HOUSING DEVELOPMENT,VICTORIA PARK CLOSE,Detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,40000000,-,29955,Land,-,1335,Apr-17
799,HENRY PARK,GROVE DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,6200000,-,4283,Land,-,1448,Apr-17
800,WEST POINT PEARL GARDEN,WEST COAST ROAD,Detached,5,OCR,Freehold,Resale,1,6700000,-,6788,Land,-,987,Apr-17
801,EWART PARK,EWART PARK,Detached,10,CCR,Freehold,Resale,1,15928950,-,15465,Land,-,1030,Apr-17
802,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,11600000,-,9556,Land,-,1214,Apr-17
803,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,6500000,-,4776,Land,-,1361,Apr-17
804,LANDED HOUSING DEVELOPMENT,FABER AVENUE,Semi-detached,5,OCR,Freehold,Resale,1,4560000,-,4225,Land,-,1079,Apr-17
805,LANDED HOUSING DEVELOPMENT,MOONBEAM TERRACE,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,5380000,-,4017,Land,-,1339,Apr-17
806,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2400000,-,1816,Land,-,1322,Apr-17
807,LANDED HOUSING DEVELOPMENT,OCEAN DRIVE,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,12500000,-,7381,Land,-,1694,Apr-17
808,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,10000000,-,7420,Land,-,1348,Apr-17
809,BANYAN PARK,CHWEE CHIAN ROAD,Terrace,5,RCR,Freehold,Resale,1,2650000,-,1628,Land,-,1628,Mar-17
810,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4500000,-,2153,Land,-,2090,Mar-17
811,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Semi-detached,21,RCR,Freehold,Resale,1,2890000,-,2157,Land,-,1340,Mar-17
812,TOH TUCK GARDEN,TOH TUCK CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3050000,-,2634,Land,-,1158,Mar-17
813,LANDED HOUSING DEVELOPMENT,JALAN HAROM SETANGKAI,Semi-detached,10,CCR,Freehold,Resale,1,6000000,-,3148,Land,-,1906,Mar-17
814,LANDED HOUSING DEVELOPMENT,JALAN HAROM SETANGKAI,Detached,10,CCR,Freehold,Resale,1,12500000,-,10801,Land,-,1157,Mar-17
815,LANDED HOUSING DEVELOPMENT,MOONBEAM VIEW,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,5600000,-,3525,Land,-,1589,Mar-17
816,LANDED HOUSING DEVELOPMENT,CHERRY AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,4100000,-,3167,Land,-,1295,Mar-17
817,LANDED HOUSING DEVELOPMENT,NAMLY HILL,Detached,10,CCR,Freehold,Resale,1,13500000,-,7694,Land,-,1755,Mar-17
818,LANDED HOUSING DEVELOPMENT,ENG KONG GARDEN,Detached,21,RCR,Freehold,Resale,1,3950000,-,4316,Land,-,915,Mar-17
819,PASIR PANJANG GARDENS,TAMAN MAS MERAH,Terrace,5,OCR,Freehold,Resale,1,2200000,-,1640,Land,-,1341,Mar-17
820,LANDED HOUSING DEVELOPMENT,JALAN TUPAI,Semi-detached,10,CCR,Freehold,Resale,1,7750000,-,4020,Land,-,1928,Mar-17
821,CORAL ISLAND,CORAL ISLAND,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,11000000,-,9325,Land,-,1180,Mar-17
822,HOLLAND GREEN,HOLLAND GREEN,Detached,10,CCR,99 yrs lease commencing from 1995,Resale,1,3300000,-,4326,Land,-,763,Mar-17
823,CLEMENTI GARDENS,CLEMENTI CRESCENT,Terrace,21,RCR,Freehold,Resale,1,4760000,-,3372,Land,-,1411,Mar-17
824,SPRINGWOOD,JALAN MAT JAMBOL,Terrace,5,RCR,Freehold,Resale,1,2700000,-,2249,Land,-,1201,Mar-17
825,VICTORIA PARK VILLAS,VICTORIA PARK GROVE,Semi-detached,10,CCR,99 yrs lease commencing from 2013,New Sale,1,4463000,-,2214,Land,-,2016,Mar-17
826,LANDED HOUSING DEVELOPMENT,JALAN ISTIMEWA,Semi-detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,5650000,-,3743,Land,-,1510,Mar-17
827,LANDED HOUSING DEVELOPMENT,KING'S ROAD,Semi-detached,10,CCR,Freehold,Resale,1,6300000,-,4373,Land,-,1441,Mar-17
828,LANDED HOUSING DEVELOPMENT,LAKESHORE VIEW,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,21250000,-,11268,Land,-,1886,Mar-17
829,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,3000000,-,2278,Land,-,1317,Feb-17
830,LANDED HOUSING DEVELOPMENT,GARLICK AVENUE,Detached,10,CCR,Freehold,Resale,1,23880000,-,27829,Land,-,858,Feb-17
831,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,Detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,8250000,-,4410,Land,-,1871,Feb-17
832,LANDED HOUSING DEVELOPMENT,KING ALBERT PARK,Detached,21,RCR,Freehold,Resale,1,43800000,-,39228,Land,-,1117,Feb-17
833,SUMMERLEA GREEN,KISMIS GREEN,Terrace,21,RCR,99 yrs lease commencing from 1995,Resale,1,1995000,-,2453,Land,-,813,Feb-17
834,MANDARIN PARK,CHUN TIN ROAD,Semi-detached,21,RCR,Freehold,Resale,1,3660000,-,3716,Land,-,985,Feb-17
835,RIDGEVALE GARDENS,UPPER BUKIT TIMAH VIEW,Detached,21,RCR,Freehold,Resale,1,4500000,-,4707,Land,-,956,Feb-17
836,WESTVIEW GARDENS,JALAN MAS KUNING,Terrace,5,OCR,Freehold,Resale,1,2530000,-,2001,Land,-,1264,Feb-17
,,,,,,,,,,,,,,,
836 record(s) retrieved based on user-specific search criteria,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Search By Period (FEB 2017 to FEB 2020) & Property Type (Landed Properties (Non-Strata)) & Postal Districts: 05,3,4,10, 21 & Type of Sale: New Sale ,  Sub Sale ,  Resale ,,,,,,,,,
,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,
1,"For conventional landed housing, the area pertaining to the transacted property refers to land area.",,,,,,,,,,,,,,
,"For strata sub-divided housing such as apartments, condominiums and strata landed housing (ie. cluster housing/townhouses), the area pertaining to the transacted property refers to strata area.",,,,,,,,,,,,,,
,"To convert Sqft to Sqm, divide by a factor 10.764.",,,,,,,,,,,,,,
2,The column indicates whether the area pertaining to the transacted property and hence used in the computation of the unit transacted price (in $ psf) refers to land area or strata area.,,,,,,,,,,,,,,
,"For conventional landed housing, the type of area is listed as ''Land'' as the land area is provided in the caveat lodged and hence used for the computation of the  unit  transacted price (in $psf).",,,,,,,,,,,,,,
,"For strata sub-divided housing such as apartments, condominiums and strata landed housing (ie. cluster housing/townhouses), the type of area is listed as ''Strata'' as the strata area is provided in the caveat lodged and hence used for the computation of the unit transacted price (in $psf).",,,,,,,,,,,,,,
3,"For conventional landed housing, the unit transacted price (in $ psf) is computed based on land area.",,,,,,,,,,,,,,
,"For strata sub-divided housing such as apartments, condominiums and strata landed housing (ie. cluster housing/townhouses), the unit transacted price (in $ psf) is computed based on strata area.",,,,,,,,,,,,,,
,"To convert $ psf to $ psm, multiply by a factor 10.764.",,,,,,,,,,,,,,
4,"New sale transactions starting from 25 May 2015 onwards are based on options issued by developers. Hence, ''Date of Sale' refers to ''Date of Option Issued''.",,,,,,,,,,,,,,
,"For resale and subsale transactions and new sale transactions prior to 25 May 2015, ''Date of Sale'' refers to ''Date of Option Exercised/Sales Agreement Signed'' as indicated in the caveats lodged. .",,,,,,,,,,,,,,
