S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
9885,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,New Sale,1,1492000,-,990,Strata,36 to 40,1507,Dec-17
9886,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1450000,-,1346,Strata,06 to 10,1078,Dec-17
9887,ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,Resale,1,3750000,-,2142,Strata,01 to 05,1751,Dec-17
9888,VILLA AZURA,CHERRY AVENUE,Condominium,10,CCR,Freehold,Resale,1,1820000,-,1356,Strata,01 to 05,1342,Dec-17
9889,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,919000,-,710,Strata,21 to 25,1294,Dec-17
9890,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,2600000,-,1733,Strata,41 to 45,1500,Dec-17
9891,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,New Sale,1,878255,834000,474,Strata,01 to 05,1761,Dec-17
9892,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1421000,1416000,764,Strata,21 to 25,1853,Dec-17
9893,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1072000,-,904,Strata,06 to 10,1186,Dec-17
9894,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2470000,-,2024,Strata,01 to 05,1221,Dec-17
9895,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1800000,-,861,Strata,01 to 05,2090,Dec-17
9896,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,880000,-,667,Strata,11 to 15,1319,Dec-17
9897,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1995,Resale,1,938888,-,1109,Strata,06 to 10,847,Dec-17
9898,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1789000,-,1765,Strata,01 to 05,1013,Dec-17
9899,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,Resale,1,2775000,-,1485,Strata,01 to 05,1868,Dec-17
9900,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1062500,-,721,Strata,01 to 05,1473,Dec-17
9901,THE GRANGE,GRANGE GARDEN,Condominium,10,CCR,Freehold,Resale,1,5980000,-,2282,Strata,16 to 20,2621,Dec-17
9902,MAPLE WOODS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1970000,-,1862,Strata,01 to 05,1058,Dec-17
9903,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,2328000,-,1507,Strata,06 to 10,1545,Dec-17
9904,HUME PARK I,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1230000,-,1346,Strata,01 to 05,914,Dec-17
9905,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1950000,-,1152,Strata,01 to 05,1693,Dec-17
9906,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1130000,-,969,Strata,06 to 10,1166,Dec-17
9907,GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6412000,-,2207,Strata,11 to 15,2906,Dec-17
9908,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Sub Sale,1,795000,-,463,Strata,01 to 05,1718,Dec-17
9909,THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,New Sale,1,1688000,-,635,Strata,01 to 05,2658,Dec-17
9910,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,1860000,-,1518,Strata,01 to 05,1226,Dec-17
9911,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1975000,-,1464,Strata,01 to 05,1349,Dec-17
9912,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,Resale,1,2900000,-,1270,Strata,16 to 20,2283,Dec-17
9913,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1520000,-,1389,Strata,06 to 10,1095,Dec-17
9914,VILLAGE TOWER,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2470000,-,1808,Strata,06 to 10,1366,Dec-17
9915,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3500000,-,1959,Strata,16 to 20,1787,Dec-17
9916,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1350000,-,1066,Strata,01 to 05,1267,Dec-17
9917,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1100000,-,635,Strata,06 to 10,1732,Dec-17
9918,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,Resale,1,4300000,-,2454,Strata,11 to 15,1752,Dec-17
9919,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1130000,-,990,Strata,01 to 05,1141,Dec-17
9920,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1500000,-,1302,Strata,01 to 05,1152,Dec-17
9921,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1788000,-,1055,Strata,31 to 35,1695,Dec-17
9922,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,Condominium,21,RCR,Freehold,Resale,1,1490000,-,1528,Strata,01 to 05,975,Dec-17
9923,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2827000,-,1539,Strata,16 to 20,1837,Dec-17
9924,HUME PARK II,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,950000,-,969,Strata,01 to 05,981,Dec-17
9925,ISLAND VIEW,JALAN MAT JAMBOL,Condominium,5,RCR,Freehold,Resale,1,3650000,-,3100,Strata,01 to 05,1177,Dec-17
9926,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1573000,-,850,Strata,31 to 35,1850,Dec-17
9927,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1355000,-,807,Strata,16 to 20,1678,Dec-17
9928,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1380000,-,1184,Strata,26 to 30,1166,Dec-17
9929,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,935000,-,710,Strata,26 to 30,1316,Dec-17
9930,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1181000,-,904,Strata,31 to 35,1306,Dec-17
9931,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2100000,-,1292,Strata,01 to 05,1626,Dec-17
9932,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1550000,-,1163,Strata,06 to 10,1333,Dec-17
9933,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1410000,-,1281,Strata,01 to 05,1101,Dec-17
9934,SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Apartment,21,RCR,Freehold,Resale,1,1038000,-,1066,Strata,01 to 05,974,Dec-17
9935,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1590000,-,1421,Strata,01 to 05,1119,Dec-17
9936,REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,2283000,-,1421,Strata,16 to 20,1607,Dec-17
9937,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,6730000,-,1927,Strata,01 to 05,3493,Dec-17
9938,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,5120000,-,2131,Strata,06 to 10,2402,Dec-17
9939,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,17000000,-,9666,Strata,11 to 15,1759,Dec-17
9940,DYNASTY LODGE,SIXTH AVENUE,Apartment,10,CCR,Freehold,Resale,1,2480000,-,1851,Strata,01 to 05,1340,Dec-17
9941,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1879800,-,1227,Strata,01 to 05,1532,Dec-17
9942,MAPLE WOODS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1300000,-,915,Strata,01 to 05,1421,Dec-17
9943,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,838000,-,441,Strata,06 to 10,1899,Dec-17
9944,HARBOUR SUITES,KAMPONG BAHRU ROAD,Apartment,4,RCR,Freehold,Resale,1,850000,-,527,Strata,11 to 15,1612,Dec-17
9945,THE ELEMENT @ STEVENS,STEVENS ROAD,Apartment,10,CCR,Freehold,Resale,1,1950000,-,1324,Strata,01 to 05,1473,Dec-17
9946,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1400000,-,1184,Strata,16 to 20,1182,Dec-17
9947,THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,5000000,-,2034,Strata,26 to 30,2458,Dec-17
9948,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,3200000,-,1948,Strata,11 to 15,1642,Dec-17
9949,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1412000,-,1109,Strata,16 to 20,1274,Dec-17
9950,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1804000,-,947,Strata,01 to 05,1904,Dec-17
9951,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,3880000,-,1991,Strata,06 to 10,1948,Dec-17
9952,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1075000,-,657,Strata,01 to 05,1637,Dec-17
9953,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1330000,-,936,Strata,01 to 05,1420,Dec-17
9954,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2460000,-,1367,Strata,01 to 05,1800,Dec-17
9955,BALMORAL 8,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,3750000,-,3757,Strata,06 to 10,998,Dec-17
9956,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1710000,-,990,Strata,11 to 15,1727,Dec-17
9957,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1800000,-,1087,Strata,06 to 10,1656,Dec-17
9958,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,Resale,1,3300000,-,2745,Strata,01 to 05,1202,Dec-17
9959,KISMIS COURT,TOH YI ROAD,Condominium,21,RCR,99 yrs lease commencing from 1981,Resale,1,1300000,-,2131,Strata,-,610,Dec-17
9960,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,2490000,-,1356,Strata,01 to 05,1836,Dec-17
9961,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1388000,-,872,Strata,06 to 10,1592,Dec-17
9962,THE AZURE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,5900000,-,4123,Strata,06 to 10,1431,Dec-17
9963,SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1640000,-,1475,Strata,01 to 05,1112,Dec-17
9964,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,1590000,-,1389,Strata,01 to 05,1145,Dec-17
9965,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,9450000,-,4704,Strata,06 to 10,2009,Dec-17
9966,SHERWOOD TOWER,JALAN ANAK BUKIT,Apartment,21,RCR,99 yrs lease commencing from 1976,Resale,1,650000,-,829,Strata,06 to 10,784,Dec-17
9967,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1450000,-,732,Strata,31 to 35,1981,Dec-17
9968,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1460000,-,1744,Strata,01 to 05,837,Dec-17
9969,THE NEXUS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,990000,-,592,Strata,01 to 05,1672,Dec-17
9970,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,868000,-,904,Strata,01 to 05,960,Dec-17
9971,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,2550000,-,2669,Strata,01 to 05,955,Dec-17
9972,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1570000,-,1109,Strata,06 to 10,1416,Dec-17
9973,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1870000,-,1625,Strata,01 to 05,1151,Dec-17
9974,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,3430000,-,1776,Strata,06 to 10,1931,Dec-17
9975,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,855540,-,710,Strata,06 to 10,1204,Dec-17
9976,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,959000,-,710,Strata,31 to 35,1350,Dec-17
9977,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1285760,-,1184,Strata,01 to 05,1086,Dec-17
9978,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2429800,-,1711,Strata,01 to 05,1420,Dec-17
9979,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2468800,-,1711,Strata,01 to 05,1442,Dec-17
9980,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2468800,-,1668,Strata,01 to 05,1480,Dec-17
9981,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,New Sale,1,1657000,-,1109,Strata,36 to 40,1495,Dec-17
9982,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,2400000,-,3681,Strata,01 to 05,652,Dec-17
9983,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,1700000,-,1292,Strata,11 to 15,1316,Dec-17
9984,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,1380000,-,1109,Strata,01 to 05,1245,Dec-17
9985,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,Resale,1,10500000,-,4047,Strata,01 to 05,2594,Dec-17
9986,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,1630000,-,936,Strata,01 to 05,1741,Dec-17
9987,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,4450000,-,3563,Strata,31 to 35,1249,Dec-17
9988,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,New Sale,1,886950,842000,474,Strata,01 to 05,1778,Dec-17
9989,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2100000,-,1152,Strata,01 to 05,1823,Dec-17
9990,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1468000,-,1152,Strata,31 to 35,1275,Dec-17
9991,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,810000,-,603,Strata,21 to 25,1344,Dec-17
9992,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1309000,-,775,Strata,16 to 20,1689,Dec-17
9993,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,Resale,1,5600000,-,3272,Strata,01 to 05,1711,Dec-17
9994,DUCHESS MANOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,1100000,-,635,Strata,01 to 05,1732,Dec-17
9995,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1000000,-,969,Strata,01 to 05,1032,Dec-17
9996,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,1450000,-,775,Strata,06 to 10,1871,Dec-17
9997,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1380000,-,1184,Strata,16 to 20,1166,Dec-17
9998,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1329000,-,1152,Strata,11 to 15,1154,Dec-17
9999,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2358929,-,1658,Strata,01 to 05,1423,Dec-17
10000,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,2980000,-,1894,Strata,21 to 25,1573,Dec-17
10001,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1580000,-,1292,Strata,06 to 10,1223,Dec-17
10002,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1930000,-,1367,Strata,26 to 30,1412,Dec-17
10003,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2507262,-,1658,Strata,01 to 05,1513,Dec-17
10004,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2356913,-,1647,Strata,01 to 05,1431,Dec-17
10005,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2330800,-,1615,Strata,01 to 05,1444,Dec-17
10006,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2489000,-,1668,Strata,01 to 05,1492,Dec-17
10007,CLYDESVIEW,JERVOIS LANE,Condominium,3,RCR,Freehold,Resale,1,2750000,-,2131,Strata,01 to 05,1290,Dec-17
10008,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1400000,-,893,Strata,01 to 05,1567,Dec-17
10009,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1130000,-,1216,Strata,01 to 05,929,Dec-17
10010,ALESSANDREA,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1400000,-,1098,Strata,11 to 15,1275,Dec-17
10011,HUME PARK II,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1600000,-,1475,Strata,01 to 05,1085,Dec-17
10012,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2491532,-,1615,Strata,01 to 05,1543,Dec-17
10013,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1445340,-,840,Strata,31 to 35,1721,Dec-17
10014,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1509600,-,947,Strata,26 to 30,1594,Dec-17
10015,SHERWOOD TOWER,JALAN ANAK BUKIT,Apartment,21,RCR,99 yrs lease commencing from 1976,Resale,1,988888,-,1421,Strata,16 to 20,696,Dec-17
10016,SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,Condominium,21,RCR,Freehold,Resale,1,910000,-,926,Strata,01 to 05,983,Dec-17
10017,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2963000,-,1625,Strata,16 to 20,1823,Dec-17
10018,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,Resale,1,1238800,-,893,Strata,01 to 05,1387,Dec-17
10019,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,925000,-,452,Strata,06 to 10,2046,Dec-17
10020,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2369962,-,1615,Strata,01 to 05,1468,Dec-17
10021,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,990000,-,527,Strata,06 to 10,1877,Dec-17
10022,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2150000,-,1227,Strata,01 to 05,1752,Dec-17
10023,HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,999 yrs lease commencing from 1883,Resale,1,1350000,-,1302,Strata,06 to 10,1037,Dec-17
10024,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1592000,-,936,Strata,31 to 35,1700,Dec-17
10025,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,Resale,1,1270000,-,1184,Strata,11 to 15,1073,Dec-17
10026,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,4680000,-,3229,Strata,11 to 15,1449,Dec-17
10027,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,Resale,1,1300000,-,861,Strata,01 to 05,1510,Dec-17
10028,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1347000,-,775,Strata,21 to 25,1738,Dec-17
10029,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,Sub Sale,1,820000,-,441,Strata,21 to 25,1858,Dec-17
10030,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1312000,-,807,Strata,11 to 15,1625,Dec-17
10031,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1500000,-,1259,Strata,11 to 15,1191,Dec-17
10032,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2382328,-,1658,Strata,01 to 05,1437,Dec-17
10033,MEADOWLODGE,CHUN TIN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1997,Resale,1,1230000,-,1206,Strata,01 to 05,1020,Dec-17
10034,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,Resale,1,3450000,-,1776,Strata,06 to 10,1943,Dec-17
10035,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,New Sale,1,2359623,-,1658,Strata,01 to 05,1423,Dec-17
10036,DUKES RESIDENCE,DUKE'S ROAD,Apartment,10,CCR,Freehold,Resale,1,2000000,-,1076,Strata,01 to 05,1858,Dec-17
10037,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,705000,-,398,Strata,01 to 05,1770,Dec-17
10038,HUME PARK I,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,880000,-,904,Strata,06 to 10,973,Dec-17
10039,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1335740,-,1184,Strata,11 to 15,1128,Dec-17
10040,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2100000,-,1701,Strata,01 to 05,1235,Dec-17
10041,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1120000,-,797,Strata,06 to 10,1406,Dec-17
10042,THREE BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,3199000,-,1528,Strata,01 to 05,2093,Dec-17
10043,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1423000,-,1109,Strata,21 to 25,1283,Dec-17
10044,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1550000,-,1259,Strata,26 to 30,1231,Dec-17
10045,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,Resale,1,830000,-,667,Strata,01 to 05,1244,Dec-17
10046,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,17500000,-,6598,Strata,01 to 05,2652,Dec-17
10047,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,3720600,-,2067,Strata,06 to 10,1800,Dec-17
10048,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2750000,-,1755,Strata,06 to 10,1567,Dec-17
10049,FLORIDIAN,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2300000,-,1324,Strata,06 to 10,1737,Dec-17
10050,HARBOURLIGHTS,TELOK BLANGAH ROAD,Apartment,4,RCR,Freehold,Resale,1,1075000,-,732,Strata,06 to 10,1469,Dec-17
10051,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,6200000,-,4833,Strata,31 to 35,1283,Dec-17
10052,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1210000,-,732,Strata,06 to 10,1653,Dec-17
10053,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1260000,-,936,Strata,01 to 05,1345,Dec-17
10054,CHARISMA VIEW,JALAN JURONG KECHIL,Apartment,21,RCR,Freehold,Resale,1,1960000,-,2077,Strata,06 to 10,943,Dec-17
10055,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1178000,-,1152,Strata,06 to 10,1023,Dec-17
10056,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1778500,-,1044,Strata,16 to 20,1703,Dec-17
