S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1474,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2048000,-,1109,Strata,06 to 10,1847,Sep-19
1475,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2154000,-,1109,Strata,16 to 20,1943,Sep-19
1476,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1330000,-,657,Strata,21 to 25,2026,Sep-19
1477,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1092000,-,527,Strata,26 to 30,2070,Sep-19
1478,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1367000,-,689,Strata,11 to 15,1984,Sep-19
1479,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1411000,-,689,Strata,26 to 30,2048,Sep-19
1480,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1380000,-,721,Strata,01 to 05,1914,Sep-19
1481,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1310000,-,657,Strata,11 to 15,1995,Sep-19
1482,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1524000,-,721,Strata,21 to 25,2113,Sep-19
1483,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1110000,-,527,Strata,31 to 35,2105,Sep-19
1484,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1302000,-,657,Strata,06 to 10,1983,Sep-19
1485,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1453000,-,732,Strata,16 to 20,1985,Sep-19
1486,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1498000,-,732,Strata,26 to 30,2047,Sep-19
1487,LOFT @ STEVENS,STEVENS ROAD,Apartment,10,CCR,Freehold,Resale,1,760000,-,355,Strata,01 to 05,2140,Sep-19
1488,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,835000,-,474,Strata,01 to 05,1763,Sep-19
1489,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1155000,-,646,Strata,01 to 05,1788,Sep-19
1490,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1880000,-,1356,Strata,06 to 10,1386,Sep-19
1491,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,980000,-,936,Strata,16 to 20,1046,Sep-19
1492,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1056000,-,431,Strata,06 to 10,2453,Sep-19
1493,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1530000,-,1195,Strata,31 to 35,1281,Sep-19
1494,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1166000,-,721,Strata,16 to 20,1617,Sep-19
1495,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1445000,-,904,Strata,06 to 10,1598,Sep-19
1496,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1450000,-,915,Strata,01 to 05,1585,Sep-19
1497,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1066000,-,689,Strata,11 to 15,1547,Sep-19
1498,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1689000,-,1076,Strata,01 to 05,1569,Sep-19
1499,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,814000,-,506,Strata,01 to 05,1609,Sep-19
1500,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1436000,-,883,Strata,06 to 10,1627,Sep-19
1501,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1671000,-,883,Strata,36 to 40,1893,Sep-19
1502,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1737000,-,980,Strata,16 to 20,1773,Sep-19
1503,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1945000,-,1421,Strata,01 to 05,1369,Sep-19
1504,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,830660,-,506,Strata,26 to 30,1642,Sep-19
1505,3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,2815464,-,732,Strata,16 to 20,3847,Sep-19
1506,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1398000,-,721,Strata,06 to 10,1938,Sep-19
1507,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1389000,-,721,Strata,01 to 05,1926,Sep-19
1508,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1183000,-,527,Strata,31 to 35,2243,Sep-19
1509,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1324000,-,657,Strata,11 to 15,2016,Sep-19
1510,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1228000,-,743,Strata,16 to 20,1653,Sep-19
1511,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,848000,-,474,Strata,01 to 05,1790,Sep-19
1512,DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 2017,New Sale,1,1068940,-,667,Strata,01 to 05,1602,Sep-19
1513,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,963046,-,463,Strata,31 to 35,2081,Sep-19
1514,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1147000,-,527,Strata,21 to 25,2175,Sep-19
1515,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1369000,-,807,Strata,01 to 05,1696,Sep-19
1516,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1548000,-,893,Strata,01 to 05,1733,Sep-19
1517,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2167000,-,1109,Strata,16 to 20,1955,Sep-19
1518,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1113000,-,527,Strata,31 to 35,2110,Sep-19
1519,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1220000,-,657,Strata,06 to 10,1858,Sep-19
1520,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2147000,-,1109,Strata,16 to 20,1937,Sep-19
1521,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1689000,-,721,Strata,36 to 40,2342,Sep-19
1522,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1748000,-,947,Strata,11 to 15,1845,Sep-19
1523,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1187000,-,646,Strata,01 to 05,1838,Sep-19
1524,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1218000,-,743,Strata,11 to 15,1640,Sep-19
1525,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1455000,-,915,Strata,01 to 05,1590,Sep-19
1526,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2094554,-,1184,Strata,16 to 20,1769,Sep-19
1527,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1362788,-,775,Strata,36 to 40,1758,Sep-19
1528,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1429000,-,904,Strata,01 to 05,1580,Sep-19
1529,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,828000,-,624,Strata,21 to 25,1326,Sep-19
1530,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1399888,-,861,Strata,21 to 25,1626,Sep-19
1531,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1956000,-,1238,Strata,01 to 05,1580,Sep-19
1532,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1092000,-,689,Strata,16 to 20,1585,Sep-19
1533,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1101000,-,689,Strata,21 to 25,1598,Sep-19
1534,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1204000,-,657,Strata,26 to 30,1834,Sep-19
1535,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1247490,-,958,Strata,01 to 05,1302,Sep-19
1536,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1529000,-,721,Strata,21 to 25,2120,Sep-19
1537,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2031000,-,1044,Strata,31 to 35,1945,Sep-19
1538,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2350000,-,1356,Strata,11 to 15,1733,Sep-19
1539,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1402000,-,807,Strata,01 to 05,1737,Sep-19
1540,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1517000,-,732,Strata,31 to 35,2073,Sep-19
1541,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6500000,-,2583,Strata,11 to 15,2516,Sep-19
1542,FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1766000,-,710,Strata,06 to 10,2486,Sep-19
1543,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2900000,-,1981,Strata,16 to 20,1464,Sep-19
1544,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1221000,-,743,Strata,01 to 05,1644,Sep-19
1545,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,855000,-,517,Strata,11 to 15,1655,Sep-19
1546,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1470000,-,904,Strata,11 to 15,1626,Sep-19
1547,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1966000,-,893,Strata,06 to 10,2201,Sep-19
1548,PASIR VIEW PARK,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1250000,-,990,Strata,01 to 05,1262,Sep-19
1549,SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Apartment,21,RCR,Freehold,Resale,1,1060000,-,893,Strata,01 to 05,1186,Sep-19
1550,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1920000,-,1744,Strata,01 to 05,1101,Sep-19
1551,VILLA DELLE ROSE,TAMAN NAKHODA,Condominium,10,CCR,Freehold,Resale,1,3649464,-,3261,Strata,-,1119,Sep-19
1552,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,Resale,1,3225000,-,2454,Strata,11 to 15,1314,Sep-19
1553,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,Resale,1,1380000,-,710,Strata,01 to 05,1943,Sep-19
1554,BISHOPSGATE RESIDENCES,BISHOPSGATE,Condominium,10,CCR,Freehold,Resale,1,9800000,-,2939,Strata,01 to 05,3335,Sep-19
1555,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1369000,-,807,Strata,01 to 05,1696,Sep-19
1556,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1040000,-,527,Strata,01 to 05,1972,Sep-19
1557,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1517000,-,732,Strata,31 to 35,2073,Sep-19
1558,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3350000,-,1496,Strata,46 to 50,2239,Sep-19
1559,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1369000,-,829,Strata,16 to 20,1652,Sep-19
1560,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2013000,-,1238,Strata,16 to 20,1626,Sep-19
1561,THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,3551000,-,1249,Strata,06 to 10,2844,Sep-19
1562,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,3025000,-,1938,Strata,01 to 05,1561,Sep-19
1563,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1130000,-,926,Strata,01 to 05,1221,Sep-19
1564,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1269000,-,689,Strata,11 to 15,1842,Sep-19
1565,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4482600,-,2164,Strata,01 to 05,2072,Sep-19
1566,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,1138000,-,624,Strata,01 to 05,1823,Sep-19
1567,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1185000,-,700,Strata,01 to 05,1694,Sep-19
1568,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1060000,-,689,Strata,06 to 10,1539,Sep-19
1569,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1899000,-,893,Strata,01 to 05,2126,Sep-19
1570,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1490000,-,1033,Strata,21 to 25,1442,Sep-19
1571,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1579000,-,721,Strata,31 to 35,2189,Sep-19
1572,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1818000,-,721,Strata,51 to 55,2521,Sep-19
1573,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1396000,-,807,Strata,01 to 05,1729,Sep-19
1574,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1291000,-,657,Strata,01 to 05,1966,Sep-19
1575,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1857000,-,947,Strata,16 to 20,1960,Sep-19
1576,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1190000,-,915,Strata,06 to 10,1301,Sep-19
1577,HIGHGATE,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2000000,-,1905,Strata,01 to 05,1050,Sep-19
1578,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,2900000,-,1119,Strata,06 to 10,2591,Sep-19
1579,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1368000,-,861,Strata,06 to 10,1589,Sep-19
1580,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1765000,-,893,Strata,31 to 35,1976,Sep-19
1581,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1966000,-,1055,Strata,36 to 40,1864,Sep-19
1582,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1400000,-,1152,Strata,06 to 10,1216,Sep-19
1583,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2350310,-,840,Strata,06 to 10,2799,Sep-19
1584,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1488000,-,883,Strata,01 to 05,1686,Sep-19
1585,TWIN REGENCY,KIM TIAN ROAD,Condominium,3,RCR,Freehold,Resale,1,1830000,-,980,Strata,26 to 30,1868,Sep-19
1586,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1700000,-,1496,Strata,01 to 05,1136,Sep-19
1587,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1700000,-,1270,Strata,06 to 10,1338,Sep-19
1588,3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,6393600,-,1776,Strata,16 to 20,3600,Sep-19
1589,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1364480,-,958,Strata,26 to 30,1424,Sep-19
1590,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1037000,-,527,Strata,01 to 05,1966,Sep-19
1591,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1436000,-,732,Strata,11 to 15,1962,Sep-19
1592,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1463000,-,732,Strata,21 to 25,1999,Sep-19
1593,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1570000,-,904,Strata,06 to 10,1736,Sep-19
1594,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6164100,-,1776,Strata,06 to 10,3471,Sep-19
1595,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,10399200,-,2777,Strata,06 to 10,3745,Sep-19
1596,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1350000,-,1475,Strata,01 to 05,915,Sep-19
1597,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,2630000,-,1367,Strata,01 to 05,1924,Sep-19
1598,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1520000,-,1109,Strata,01 to 05,1371,Sep-19
1599,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1455000,-,1249,Strata,01 to 05,1165,Sep-19
1600,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1684782,-,915,Strata,31 to 35,1841,Sep-19
1601,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,2300000,-,1776,Strata,16 to 20,1295,Sep-19
1602,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,3304000,-,2002,Strata,36 to 40,1650,Sep-19
1603,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1396000,-,807,Strata,01 to 05,1729,Sep-19
1604,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1480000,-,958,Strata,06 to 10,1545,Sep-19
1605,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2268000,-,1894,Strata,06 to 10,1197,Sep-19
1606,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1280000,-,700,Strata,11 to 15,1829,Sep-19
1607,DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,1830000,-,1281,Strata,11 to 15,1429,Sep-19
1608,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,1395000,-,657,Strata,01 to 05,2125,Sep-19
1609,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1366000,-,829,Strata,11 to 15,1648,Sep-19
1610,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,806000,-,506,Strata,01 to 05,1593,Sep-19
1611,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1550000,-,1163,Strata,06 to 10,1333,Sep-19
1612,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,940000,-,818,Strata,01 to 05,1149,Sep-19
1613,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,958000,-,538,Strata,06 to 10,1780,Sep-19
1614,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,1758000,-,829,Strata,11 to 15,2121,Sep-19
1615,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,6000000,-,3175,Strata,11 to 15,1890,Sep-19
1616,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,911840,-,614,Strata,21 to 25,1486,Sep-19
1617,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1268240,-,958,Strata,06 to 10,1324,Sep-19
1618,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1074000,-,527,Strata,16 to 20,2036,Sep-19
1619,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1337000,-,732,Strata,06 to 10,1827,Sep-19
1620,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2079000,-,1109,Strata,11 to 15,1875,Sep-19
1621,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1391000,-,721,Strata,01 to 05,1929,Sep-19
1622,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,848000,-,474,Strata,01 to 05,1790,Sep-19
1623,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,852000,-,474,Strata,01 to 05,1799,Sep-19
1624,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1705600,-,1270,Strata,16 to 20,1343,Sep-19
1625,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1461000,-,904,Strata,11 to 15,1616,Sep-19
1626,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1134000,-,721,Strata,06 to 10,1572,Sep-19
1627,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,818000,-,517,Strata,01 to 05,1583,Sep-19
1628,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1236000,-,743,Strata,16 to 20,1664,Sep-19
1629,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1481000,-,560,Strata,21 to 25,2646,Sep-19
1630,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1321000,-,829,Strata,01 to 05,1594,Sep-19
1631,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2030000,-,1109,Strata,06 to 10,1831,Sep-19
1632,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,901000,-,570,Strata,01 to 05,1579,Sep-19
1633,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1154000,-,721,Strata,11 to 15,1600,Sep-19
1634,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1432000,-,904,Strata,01 to 05,1584,Sep-19
